rank_test_score,param_max_depth,param_learning_rate,param_n_estimators,param_subsample,param_colsample_bytree,param_min_child_weight,param_gamma,param_reg_alpha,param_reg_lambda,mean_train_score,std_train_score,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,Gap_CV,Coef_Variacion,mean_fit_time,std_fit_time
47,11,0.05,700,0.8,0.8,5,0.0,0.1,10,0.9989799734824156,3.986373780218812e-05,0.8964048297384861,0.007245653099820612,0.888857861595358,0.8938162696293983,0.9092254592819242,0.8989908059325957,0.8911337522531546,0.10257514374392951,0.00808301434736182,7.452652025222778,0.11517271304935642
48,11,0.05,500,0.8,0.8,9,0.0,0.1,10,0.9948394179629032,0.0001765567277187231,0.8963917322302569,0.00805595165891201,0.8873970280306046,0.8927598340087861,0.9098568821240385,0.9009087807448201,0.891036136243035,0.09844768573264628,0.00898708831112096,3.810593509674072,0.03577957295579898
49,11,0.03,700,0.8,0.8,9,0.0,0.5,10,0.9907995910934305,0.0002599921150584385,0.8963857044932307,0.008716225253614348,0.8864048268198985,0.8947120239542624,0.9114680220816408,0.8993671797797368,0.8899764698306154,0.09441388660019978,0.009723744153798217,5.118536281585693,0.07637806689965945
50,11,0.03,500,0.8,0.8,5,0.0,0.1,10,0.9914781221750466,0.00023304277405907596,0.8963696767029912,0.008797418126705946,0.8857285276334267,0.8939441574871902,0.9120167514338068,0.8982175808039548,0.8919413661565782,0.09510844547205544,0.009814497695933257,4.903753089904785,0.10088731971790463
51,11,0.05,700,0.8,0.8,5,0.0,0.5,1,0.9982717059353726,3.138327586530801e-05,0.896329419393888,0.006874632598226362,0.8899010966606451,0.8952670078840597,0.9093835972012286,0.895543105471311,0.8915522897521956,0.10194228654148463,0.007669761194355415,6.138410234451294,0.22191613836298615
52,11,0.05,400,0.8,0.8,5,0.0,0.5,5,0.9951723220514331,0.0001249348013541904,0.896296736223124,0.008083389101238975,0.8862058630534047,0.895459723683944,0.9103938716608747,0.8979080686503274,0.8915161540670686,0.09887558582830913,0.00901865283511051,4.193270444869995,0.041505566032778454
53,11,0.05,400,0.8,0.8,9,0.0,0.5,10,0.9899627746616163,0.0003060399102158035,0.8962898819896203,0.008060107544645385,0.8874896710029128,0.892110681375408,0.9101578579460831,0.9001584704646654,0.8915327291590328,0.09367289267199597,0.008992746327508723,3.086908054351807,0.04711240544474375
54,11,0.07,400,0.8,0.8,9,0.0,0.5,10,0.9940609462553018,0.00020950406113546044,0.8962867472317793,0.007929721130615849,0.8893439440297356,0.8931917263362655,0.9102267382527617,0.8995646174123597,0.8891067101277739,0.09777419902352258,0.008847303784315832,3.0285232067108154,0.03751538690834401
55,11,0.03,500,0.8,0.8,5,0.0,0.5,5,0.9924557479100968,0.00015562500483783163,0.8962502117516058,0.007497574758309984,0.8868805059840245,0.8954393912857964,0.9092263019745479,0.8980409101001632,0.8916639494134972,0.09620553615849103,0.008365492872416664,4.59859185218811,0.03931463367338665
56,11,0.05,400,0.8,0.8,5,0.0,0.0,10,0.9954161907450013,0.00017125232761622562,0.896223274737111,0.008644907299852334,0.8881154173863613,0.8940897484669015,0.9122114956397932,0.8973024849015616,0.8893972272909381,0.09919291600789026,0.00964593036527437,4.446174669265747,0.08672415030740305
57,11,0.05,500,0.8,0.8,5,0.0,0.1,10,0.9972457630581374,0.00010167145554513466,0.8962111186964574,0.00734301774352677,0.8882459844106346,0.8937431582179743,0.9091497621154897,0.898800087088143,0.891116601650045,0.10103464436167997,0.008193401744677323,6.011350822448731,0.09675891303967953
